id,first_name,last_name,product,price,creditcard,city
980,Kyrstin,Pomfrey,"Lemonade - Kiwi, 591 Ml",16.18,5048373392388611,Uchaly
981,Corine,Aysik,Wiberg Super Cure,58.8,5108750073430076,Wadung
982,Teodorico,Ewert,Beef - Ox Tongue,37.44,5048378433085027,Cuamba
983,Donnie,Fearnall,"Pasta - Rotini, Colour, Dry",36.65,5108758412745583,Serednye Vodyane
984,Phillipp,Bidewel,Gatorade - Xfactor Berry,82.25,5048378642383130,Xinglongchang
985,Perri,Gentiry,Beer - Paulaner Hefeweisse,93.35,5048373487856100,Lembanah
986,Sydel,Du Fray,Tomato - Plum With Basil,42.87,5108759489870486,Nacka
987,Minnaminnie,Oxlee,Pepper - Scotch Bonnet,28.57,5048375227608634,Skutskär
988,Donny,Rawles,Thyme - Fresh,61.57,5108753603414628,Timrat
989,Son,Yeoland,"Crab - Dungeness, Whole, live",53.54,5108756777241701,Dayu
990,Lanette,Dulson,Propel Sport Drink,89.47,5108751099840835,Illela
991,Otes,Briant,Quail Eggs - Canned,45.7,5048376623157960,El Arañado
992,Nico,Le febre,Sprouts - Peppercress,78.39,5108755736328609,Le Blanc-Mesnil
993,Lexine,Sharpless,Pop Shoppe Cream Soda,17.49,5048372856274564,Villefranche-sur-Mer
994,Danila,Fritter,Beef - Tenderloin Tails,36.64,5048372762951172,Cimaragas
995,Maressa,Burd,"Red Snapper - Fresh, Whole",83.45,5108753954445999,Qijia
996,Taryn,Saltsberger,"Nut - Pistachio, Shelled",98.65,5048379053832565,Vryburg
997,Rossy,Greetland,Oil - Pumpkinseed,8.08,5048376030813619,Sarapul
998,Nicolas,Aronstam,Lidsoupcont Rp12dn,25.51,5048378008228739,Entebbe
999,Shandie,Minnis,Chickhen - Chicken Phyllo,56.34,5108751315838936,Banjar Dukuh
1000,Mandel,Holby,Galliano,8.61,5048375781512164,Nankengzi
